state,mean_vix_change,variance_vix_change,start_probability,viterbi_observations,viterbi_occupancy,posterior_mean_probability
0,-0.07438716303650077,0.654348344789205,1.0,4159,0.761024702653248,0.739429053519103
1,0.21264043271052416,11.957451760539218,1.0349647132122521e-36,1306,0.23897529734675205,0.26057094648092216
