family,n_states,method,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,observations
hmm,2,100_keep,46.62959545245732,0.19504368303815656,0.14212543677873876,1.3251707082047748,-0.1954029148807387,5464
hmm,2,60_40_spread,26.674626893919278,0.16549092399009302,0.11931674130224817,1.343537833079708,-0.16424990231321335,5464
hmm,3,100_keep,35.894721853901736,0.18105054007124144,0.15481467997560253,1.1528488045513081,-0.24009563042028448,5464
hmm,3,60_40_spread,20.15397007666409,0.15113736603548666,0.1210653602734918,1.2234902883708665,-0.19657110891031693,5464
