from_state,state_0,state_1,state_2
0,0.3493112947658402,0.30082644628099175,0.349862258953168
1,0.23313219967087218,0.4317059791552386,0.3351618211738892
2,0.4140197152245345,0.2683461117196057,0.3176341730558598
