state,mean_vix_change,variance_vix_change,start_probability,viterbi_observations,viterbi_occupancy,posterior_mean_probability
0,-0.06214184369375845,0.3840752280700394,1.0,2900,0.5306495882891126,0.5218207854820869
1,-0.011438553694165491,3.118842225496629,9.246767074365827e-101,2306,0.4219579139981702,0.4210970470615161
2,0.6595194027748695,36.34739777843852,3.0033363538999534e-208,259,0.047392497712717294,0.05708216745641279
