state,asset,mean_log_return,std_log_return,observations
0,TLT,-0.0001390884106514789,0.007854539913807981,4159
0,GLD,0.00034711203555829584,0.010130049787182469,4159
0,SPY,0.0012057730070918274,0.007058338292769217,4159
1,TLT,0.0009196051681435003,0.012392447958313232,1306
1,GLD,0.0005885668382821591,0.015030490345762905,1306
1,SPY,-0.002100915045218298,0.020646189904714528,1306
