from_state,state_0,state_1,state_2
0,0.9388732229524427,0.059776148231820585,0.0013506288157367156
1,0.07568001675722485,0.9086189803997912,0.01570100284298396
2,1.1938857581228302e-23,0.1281592687911017,0.8718407312088984
