portfolio,cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,observations
hmm_100_keep,46.62959545245732,0.19504368303815656,0.14212543677873876,1.325170708204775,-0.1954029148807387,5464
hmm_60_40_spread,26.67462689391929,0.16549092399009302,0.11931674130224817,1.343537833079708,-0.16424990231321335,5464
equal_weight_monthly,5.420848858438201,0.08954760643466675,0.09711173952437685,0.9318555957186735,-0.2304366417516469,5464
spy_buy_hold,8.798147826015702,0.11099375758133245,0.18884509477036196,0.6519558427305937,-0.5518943426401166,5464
